174	Toumani Camara	Por	*	F	24.9	78	32.7	14.4	13.3	126	0.722	356	0.542	360	0.375	0.552	0.572	11.3	5.8	2.2	1.5	0.6	1.4	17.1	13.6	19.3	6.4	116.3	109.5
175	Max Christie	Dal	*	G	22.2	32	30.4	16.8	13.9	65	0.862	151	0.457	151	0.364	0.502	0.543	11.2	4.2	2.5	0.9	0.3	1.5	15.4	13.7	17.9	6.4	105.6	115.7
176	Walker Kessler	Uta	*	C	23.7	58	30.0	13.7	17.0	152	0.52	385	0.706	35	0.171	0.669	0.658	11.1	12.2	1.7	0.6	2.4	1.5	23.2	12.7	24.9	8.2	128.1	112.8
178	Isaiah Hartenstein	Okc	*	C-F	26.9	57	27.9	16.7	16.7	117	0.675	460	0.604	19	0.0	0.58	0.599	11.1	10.7	3.8	0.8	1.1	1.7	21.9	15.0	25.7	11.0	123.8	96.5
180	Jrue Holiday	Bos	*	G	34.8	62	30.6	15.8	11.8	77	0.909	267	0.547	306	0.353	0.538	0.565	11.1	4.3	3.9	1.1	0.4	1.2	15.4	14.9	19.2	7.5	120.9	109.9
181	Duncan Robinson	Mia	*	F	31.0	74	24.1	19.2	11.5	53	0.887	180	0.556	483	0.393	0.581	0.595	11.0	2.3	2.4	0.5	0.1	1.2	13.3	13.4	15.7	6.5	112.3	110.6
184	Tim Hardaway Jr.	Det	*	G-F	33.1	77	28.0	15.5	6.6	145	0.855	223	0.484	457	0.368	0.529	0.567	11.0	2.4	1.6	0.5	0.1	0.6	13.3	12.6	14.9	5.0	117.1	115.6
187	Dennis Schroder	Det	*	G	31.6	28	25.2	19.7	12.2	96	0.833	145	0.434	106	0.302	0.442	0.515	10.8	2.6	5.3	0.5	0.2	1.3	13.4	16.0	18.7	8.4	116.5	111.0
193	Grayson Allen	Pho	*	G	29.5	64	24.1	17.6	13.3	114	0.816	139	0.504	350	0.426	0.6	0.631	10.6	3.0	2.1	0.8	0.3	1.2	13.7	12.8	15.8	6.7	118.6	117.1
195	Dennis Schroder	Gol		G	31.6	24	26.2	21.2	16.0	39	0.744	136	0.419	115	0.322	0.448	0.474	10.6	2.3	4.4	1.0	0.1	2.0	12.9	15.0	17.3	7.3	98.7	106.1
196	Obi Toppin	Ind	*	F	27.1	79	19.6	20.1	10.2	114	0.781	298	0.695	301	0.365	0.621	0.642	10.5	4.0	1.6	0.6	0.4	0.9	14.6	12.2	16.2	8.3	121.5	110.4
204	Nic Claxton	Bro	*	C	26.0	70	26.9	16.8	13.3	154	0.513	547	0.576	21	0.238	0.568	0.569	10.3	7.4	2.2	0.9	1.4	1.2	17.7	12.6	19.9	8.2	114.9	109.3
206	Isaiah Joe	Okc	*	G	25.8	74	21.7	17.2	6.1	56	0.821	122	0.549	466	0.412	0.604	0.617	10.2	2.6	1.6	0.6	0.1	0.5	12.9	11.8	14.5	6.4	124.8	107.3
207	Quentin Grimes	Dal		G	24.9	47	22.8	18.5	14.3	81	0.765	164	0.543	201	0.398	0.573	0.599	10.2	3.8	2.1	0.7	0.2	1.3	14.0	12.4	16.2	7.6	113.9	112.0
217	Andrew Nembhard	Ind	*	G-F	25.2	65	28.9	16.3	17.2	136	0.794	364	0.538	175	0.291	0.506	0.545	10.0	3.3	5.0	1.2	0.2	1.7	13.4	15.1	18.4	7.6	111.3	110.9
224	Moses Moody	Gol	*	G	22.9	74	22.3	17.4	8.7	133	0.797	231	0.519	337	0.374	0.544	0.578	9.8	2.6	1.3	0.8	0.4	0.7	12.3	11.1	13.6	5.8	116.2	110.0
234	Anthony Black	Orl	*	G	21.2	78	24.2	19.6	18.3	197	0.761	426	0.469	195	0.318	0.472	0.52	9.4	3.0	3.1	1.1	0.6	1.8	12.4	12.5	15.5	7.3	102.7	104.9
236	Nickeil Alexander-Walker	Min	*	G	26.6	82	25.3	16.0	13.8	118	0.78	246	0.524	370	0.381	0.553	0.579	9.4	3.2	2.7	0.6	0.4	1.2	12.6	12.1	15.4	6.8	115.8	109.6
238	Kel'el Ware	Mia	*	C	21.0	64	22.2	17.2	10.9	67	0.687	353	0.629	111	0.315	0.592	0.603	9.3	7.4	0.9	0.6	1.1	0.9	16.7	10.2	17.6	7.1	117.8	104.8
246	Noah Clowney	Bro	*	F-C	20.7	46	22.7	19.0	11.0	80	0.838	111	0.414	261	0.333	0.474	0.516	9.1	3.9	0.9	0.5	0.5	1.0	13.1	10.0	13.9	5.6	102.3	109.3
249	Wendell Carter Jr.	Orl	*	C-F	26.0	68	25.9	16.0	13.5	175	0.737	333	0.568	158	0.234	0.498	0.544	9.1	7.2	2.0	0.8	0.6	1.1	16.3	11.1	18.3	7.8	114.7	100.2
267	Kyshawn George	Was	*	F	21.3	68	26.5	15.9	15.1	93	0.753	192	0.464	354	0.322	0.476	0.503	8.7	4.2	2.5	1.0	0.7	1.4	12.9	11.2	15.4	6.8	99.7	111.5
279	Matas Buzelis	Chi	*	F	20.5	80	18.9	18.7	11.8	108	0.815	289	0.54	266	0.361	0.541	0.571	8.6	3.5	1.0	0.4	0.9	0.9	12.1	9.6	13.1	6.6	108.3	111.5
280	Jaime Jaquez Jr.	Mia	*	G	24.2	66	20.7	20.2	17.5	142	0.754	343	0.513	119	0.311	0.501	0.543	8.6	4.4	2.5	0.9	0.2	1.5	13.0	11.2	15.5	8.8	108.4	109.0
283	Max Christie	Lal		G	22.2	46	25.1	13.9	11.9	87	0.851	125	0.544	163	0.368	0.549	0.598	8.5	2.7	1.4	0.8	0.5	0.8	11.2	9.9	12.6	5.1	117.3	112.9
302	Kevin Huerter	Sac		G-F	26.6	43	20.9	17.2	10.7	28	0.714	105	0.629	205	0.302	0.513	0.524	7.9	2.8	1.7	0.8	0.4	0.9	10.7	9.6	12.4	6.4	105.9	111.6
330	Sam Merrill	Cle	*	G	28.9	71	19.7	14.3	7.6	29	0.966	56	0.625	368	0.372	0.567	0.583	7.2	2.2	1.5	0.7	0.2	0.5	9.4	8.7	10.9	5.8	121.5	108.0
354	Ajay Mitchell	Okc	*	G	22.8	36	16.6	16.3	13.5	35	0.829	125	0.552	60	0.383	0.559	0.589	6.6	1.9	1.8	0.7	0.1	0.8	8.4	8.3	10.2	6.8	116.8	102.1
376	Ryan Rollins	Mil	*	G	22.8	56	14.6	18.4	16.3	45	0.8	151	0.55	120	0.408	0.577	0.6	6.2	1.9	1.9	0.8	0.3	0.9	8.2	8.1	10.0	7.7	113.2	104.8
394	Collin Gillespie	Pho	*	G	25.8	33	14.0	17.7	9.7	22	0.864	68	0.426	90	0.433	0.554	0.578	5.9	2.4	2.4	0.6	0.2	0.5	8.2	8.2	10.6	9.3	125.9	115.5
447	Reed Sheppard	Hou	*	G	20.8	52	12.6	17.8	13.4	16	0.813	97	0.371	142	0.338	0.452	0.465	4.4	1.5	1.4	0.7	0.3	0.7	5.9	5.8	7.3	6.7	100.8	106.1
448	Tre Jones	San		G	25.3	28	16.1	12.2	18.4	33	0.758	67	0.552	26	0.308	0.527	0.572	4.4	2.1	3.7	0.6	0.2	0.8	6.5	8.1	10.2	8.1	128.2	114.1
